"band;""bandname"""
"http://dbpedia.org/resource/Breaking_Benjamin;""Breaking Benjamin"""
"http://dbpedia.org/resource/Jawbox;""Jawbox"""
"http://dbpedia.org/resource/Kevin_Hearn_and_Thin_Buckle;""Kevin Hearn and Thin Buckle"""
"http://dbpedia.org/resource/Brownsville_Station_(band);""Brownsville Station (band)"""
"http://dbpedia.org/resource/Virgin_Black;""Virgin Black"""
"http://dbpedia.org/resource/Ducktails_(band);""Ducktails (band)"""
"http://dbpedia.org/resource/The_Amboy_Dukes;""The Amboy Dukes"""
"http://dbpedia.org/resource/Caifanes;""Caifanes"""
"http://dbpedia.org/resource/Pulse_Ultra;""Pulse Ultra"""
"http://dbpedia.org/resource/Glass_Animals;""Glass Animals"""
"http://dbpedia.org/resource/The_Arrows_(Canadian_band);""The Arrows (Canadian band)"""
"http://dbpedia.org/resource/Allister;""Allister"""
"http://dbpedia.org/resource/Neurosonic;""Neurosonic"""
"http://dbpedia.org/resource/Starbreaker_(band);""Starbreaker (band)"""
"http://dbpedia.org/resource/Freeez;""Freeez"""
"http://dbpedia.org/resource/Sepalcure;""Sepalcure"""
"http://dbpedia.org/resource/Lucky_Twice;""Lucky Twice"""
"http://dbpedia.org/resource/The_Secret_Sisters;""The Secret Sisters"""
"http://dbpedia.org/resource/Paradox_(British_band);""Paradox (British band)"""
"http://dbpedia.org/resource/Miracle_Legion;""Miracle Legion"""
"http://dbpedia.org/resource/One_More_Grain;""One More Grain"""
"http://dbpedia.org/resource/Daughter_(band);""Daughter (band)"""
"http://dbpedia.org/resource/Alter_Natives;""Alter Natives"""
"http://dbpedia.org/resource/Stuff_(band);""Stuff (band)"""
"http://dbpedia.org/resource/Greeeen;""Greeeen"""
"http://dbpedia.org/resource/Twenty_4_Seven;""Twenty 4 Seven"""
"http://dbpedia.org/resource/Creep_(band);""Creep (band)"""
"http://dbpedia.org/resource/Jungle_Funk;""Jungle Funk"""
"http://dbpedia.org/resource/Cauldron_(band);""Cauldron (band)"""
"http://dbpedia.org/resource/Upon_a_Burning_Body;""Upon a Burning Body"""
"http://dbpedia.org/resource/Witness_(Gospel_quartet);""Witness (Gospel quartet)"""
"http://dbpedia.org/resource/The_Swon_Brothers;""The Swon Brothers"""
"http://dbpedia.org/resource/The_Wax_Girl;""The Wax Girl"""
"http://dbpedia.org/resource/Enslaved_(band);""Enslaved (band)"""
"http://dbpedia.org/resource/Waking_Ashland;""Waking Ashland"""
"http://dbpedia.org/resource/Young_Love_(band);""Young Love (band)"""
"http://dbpedia.org/resource/Schoolyard_Heroes;""Schoolyard Heroes"""
"http://dbpedia.org/resource/All_Angels;""All Angels"""
"http://dbpedia.org/resource/The_Main_Drag;""The Main Drag"""
"http://dbpedia.org/resource/Age_of_Ruin;""Age of Ruin"""
"http://dbpedia.org/resource/Karmakanic;""Karmakanic"""
"http://dbpedia.org/resource/Avalon_(Finnish_band);""Avalon (Finnish band)"""
"http://dbpedia.org/resource/Chryst;""Chryst"""
"http://dbpedia.org/resource/Flunk;""Flunk"""
"http://dbpedia.org/resource/Jason_Boland_&_The_Stragglers;""Jason Boland & The Stragglers"""
"http://dbpedia.org/resource/Borghesia;""Borghesia"""
"http://dbpedia.org/resource/Hollywood_Vampires_(band);""Hollywood Vampires (band)"""
"http://dbpedia.org/resource/D4L;""D4L"""
"http://dbpedia.org/resource/Caustic_Resin;""Caustic Resin"""
"http://dbpedia.org/resource/The_Moldy_Peaches;""The Moldy Peaches"""
"http://dbpedia.org/resource/Digable_Planets;""Digable Planets"""
"http://dbpedia.org/resource/Oblivians;""Oblivians"""
"http://dbpedia.org/resource/Tadpole_(band);""Tadpole (band)"""
"http://dbpedia.org/resource/Abigor;""Abigor"""
"http://dbpedia.org/resource/Ahmad_Band;""Ahmad Band"""
"http://dbpedia.org/resource/Asia_Featuring_John_Payne;""Asia Featuring John Payne"""
"http://dbpedia.org/resource/Lymbyc_Systym;""Lymbyc Systym"""
"http://dbpedia.org/resource/A_Storm_of_Light;""A Storm of Light"""
"http://dbpedia.org/resource/Fabulous_Poodles;""Fabulous Poodles"""
"http://dbpedia.org/resource/Insomniac_Folklore;""Insomniac Folklore"""
"http://dbpedia.org/resource/The_Puppini_Sisters;""The Puppini Sisters"""
"http://dbpedia.org/resource/Red_Lamb;""Red Lamb"""
"http://dbpedia.org/resource/Dead_by_Sunrise;""Dead by Sunrise"""
"http://dbpedia.org/resource/Morifade;""Morifade"""
"http://dbpedia.org/resource/Severed_Heads;""Severed Heads"""
"http://dbpedia.org/resource/Burning_Star_Core;""Burning Star Core"""
"http://dbpedia.org/resource/La'Mule;""La'Mule"""
"http://dbpedia.org/resource/Deitiphobia;""Deitiphobia"""
"http://dbpedia.org/resource/The_Lookouts;""The Lookouts"""
"http://dbpedia.org/resource/Godspeed_(band);""Godspeed (band)"""
"http://dbpedia.org/resource/Casey_Jones_(band);""Casey Jones (band)"""
"http://dbpedia.org/resource/The_Members;""The Members"""
"http://dbpedia.org/resource/Kelun;""Kelun"""
"http://dbpedia.org/resource/The_Audreys;""The Audreys"""
"http://dbpedia.org/resource/Megasus;""Megasus"""
"http://dbpedia.org/resource/Timber_Timbre;""Timber Timbre"""
"http://dbpedia.org/resource/WU_LYF;""WU LYF"""
"http://dbpedia.org/resource/Morning_Glory_(band);""Morning Glory (band)"""
"http://dbpedia.org/resource/New_Trolls;""New Trolls"""
"http://dbpedia.org/resource/Alog;""Alog"""
"http://dbpedia.org/resource/Twin_Atlantic;""Twin Atlantic"""
"http://dbpedia.org/resource/Beta_Radio;""Beta Radio"""
"http://dbpedia.org/resource/Kut_Klose;""Kut Klose"""
"http://dbpedia.org/resource/Blue_Zone_(band);""Blue Zone (band)"""
"http://dbpedia.org/resource/Heaven_17;""Heaven 17"""
"http://dbpedia.org/resource/Dark_Suns;""Dark Suns"""
"http://dbpedia.org/resource/Grupo_Niche;""Grupo Niche"""
"http://dbpedia.org/resource/Rhyme_Asylum;""Rhyme Asylum"""
"http://dbpedia.org/resource/Yothu_Yindi;""Yothu Yindi"""
"http://dbpedia.org/resource/Chaos_UK;""Chaos UK"""
"http://dbpedia.org/resource/Coverdale•Page;""Coverdale•Page"""
"http://dbpedia.org/resource/Howards_Alias;""Howards Alias"""
"http://dbpedia.org/resource/New_Breed_(music_duo);""New Breed (music duo)"""
"http://dbpedia.org/resource/Deee-Lite;""Deee-Lite"""
"http://dbpedia.org/resource/Trixter;""Trixter"""
"http://dbpedia.org/resource/Savoy_(band);""Savoy (band)"""
"http://dbpedia.org/resource/SoulDecision;""SoulDecision"""
"http://dbpedia.org/resource/Stoney_&_Meatloaf_(band);""Stoney & Meatloaf (band)"""
"http://dbpedia.org/resource/St_Germain_(musician);""St Germain (musician)"""
"http://dbpedia.org/resource/Wishing_Chair;""Wishing Chair"""
"http://dbpedia.org/resource/Lazyboy_(musical_project);""Lazyboy (musical project)"""
"http://dbpedia.org/resource/Crucifix_(band);""Crucifix (band)"""
"http://dbpedia.org/resource/Sikth;""Sikth"""
"http://dbpedia.org/resource/Disharmonic_Orchestra;""Disharmonic Orchestra"""
"http://dbpedia.org/resource/Sea_of_Green;""Sea of Green"""
"http://dbpedia.org/resource/My_Shameful;""My Shameful"""
"http://dbpedia.org/resource/My_Vitriol;""My Vitriol"""
"http://dbpedia.org/resource/Afrirampo;""Afrirampo"""
"http://dbpedia.org/resource/Seemless;""Seemless"""
"http://dbpedia.org/resource/Wax_(rock_band);""Wax (rock band)"""
"http://dbpedia.org/resource/Whysall_Lane;""Whysall Lane"""
"http://dbpedia.org/resource/Dianogah;""Dianogah"""
"http://dbpedia.org/resource/Collectif_Paris-Africa;""Collectif Paris-Africa"""
"http://dbpedia.org/resource/Big_Talk;""Big Talk"""
"http://dbpedia.org/resource/Gridlink;""Gridlink"""
"http://dbpedia.org/resource/Zekes;""Zekes"""
"http://dbpedia.org/resource/Gardens_&_Villa;""Gardens & Villa"""
"http://dbpedia.org/resource/The_Gray_Havens;""The Gray Havens"""
"http://dbpedia.org/resource/The_Night_Flight_Orchestra;""The Night Flight Orchestra"""
"http://dbpedia.org/resource/Avion_Roe;""Avion Roe"""
"http://dbpedia.org/resource/One_Sonic_Society;""One Sonic Society"""
"http://dbpedia.org/resource/Cult_Leader;""Cult Leader"""
"http://dbpedia.org/resource/Twenty_Twenty_(band);""Twenty Twenty (band)"""
"http://dbpedia.org/resource/Haiku_Salut;""Haiku Salut"""
"http://dbpedia.org/resource/Thee_Undatakerz;""Thee Undatakerz"""
"http://dbpedia.org/resource/In_Legend;""In Legend"""
"http://dbpedia.org/resource/Seirom;""Seirom"""
"http://dbpedia.org/resource/3Teeth;""3Teeth"""
"http://dbpedia.org/resource/TNGHT;""TNGHT"""
"http://dbpedia.org/resource/Rob'n'Raz;""Rob'n'Raz"""
"http://dbpedia.org/resource/The_Delinquents_(group);""The Delinquents (group)"""
"http://dbpedia.org/resource/Dave_Carter_and_Tracy_Grammer;""Dave Carter and Tracy Grammer"""
"http://dbpedia.org/resource/The_Asylum_Choir;""The Asylum Choir"""
"http://dbpedia.org/resource/M'Boom;""M'Boom"""
"http://dbpedia.org/resource/SM_the_Ballad;""SM the Ballad"""
"http://dbpedia.org/resource/The_Chords;""The Chords"""
"http://dbpedia.org/resource/Chicken_Lips_(band);""Chicken Lips (band)"""
"http://dbpedia.org/resource/The_Clark_Family_Experience;""The Clark Family Experience"""
"http://dbpedia.org/resource/Beargarden_(band);""Beargarden (band)"""
"http://dbpedia.org/resource/Prodigal_(band);""Prodigal (band)"""
"http://dbpedia.org/resource/PAS/CAL;""PAS/CAL"""
"http://dbpedia.org/resource/Mel_and_Kim;""Mel and Kim"""
"http://dbpedia.org/resource/Wizzo_Band;""Wizzo Band"""
"http://dbpedia.org/resource/Shapeshifter_(band);""Shapeshifter (band)"""
"http://dbpedia.org/resource/Swimming_With_Dolphins_(band);""Swimming With Dolphins (band)"""
"http://dbpedia.org/resource/Acid_House_Kings;""Acid House Kings"""
"http://dbpedia.org/resource/I_Divide;""I Divide"""
"http://dbpedia.org/resource/Justimus;""Justimus"""
"http://dbpedia.org/resource/The_Bunch;""The Bunch"""
"http://dbpedia.org/resource/Kabát;""Kabát"""
"http://dbpedia.org/resource/Uncle_Earl;""Uncle Earl"""
"http://dbpedia.org/resource/The_Head_and_the_Heart;""The Head and the Heart"""
"http://dbpedia.org/resource/3rd_Force;""3rd Force"""
"http://dbpedia.org/resource/Bulletrain;""Bulletrain"""
"http://dbpedia.org/resource/Brutto_(band);""Brutto (band)"""
"http://dbpedia.org/resource/Brandtson;""Brandtson"""
"http://dbpedia.org/resource/The_Brothers_Martin;""The Brothers Martin"""
"http://dbpedia.org/resource/Pilotdrift;""Pilotdrift"""
"http://dbpedia.org/resource/Living_Loud;""Living Loud"""
"http://dbpedia.org/resource/The_Emotron;""The Emotron"""
"http://dbpedia.org/resource/Screw_32;""Screw 32"""
"http://dbpedia.org/resource/Tricot_(band);""Tricot (band)"""
"http://dbpedia.org/resource/Wet_(band);""Wet (band)"""
"http://dbpedia.org/resource/Leslie_and_the_LY's;""Leslie and the LY's"""
"http://dbpedia.org/resource/Midnight_Choir;""Midnight Choir"""
"http://dbpedia.org/resource/Borderlands_(band);""Borderlands (band)"""
"http://dbpedia.org/resource/Culture_(band);""Culture (band)"""
"http://dbpedia.org/resource/The_Lounge_Lizards;""The Lounge Lizards"""
"http://dbpedia.org/resource/Zero_7;""Zero 7"""
"http://dbpedia.org/resource/Boards_of_Canada;""Boards of Canada"""
"http://dbpedia.org/resource/Suicidal_Tendencies;""Suicidal Tendencies"""
"http://dbpedia.org/resource/Kalmah;""Kalmah"""
"http://dbpedia.org/resource/The_Charlatans_(UK_band);""The Charlatans (UK band)"""
"http://dbpedia.org/resource/Arab_Strap_(band);""Arab Strap (band)"""
"http://dbpedia.org/resource/Calexico_(band);""Calexico (band)"""
"http://dbpedia.org/resource/Tsunami_Bomb;""Tsunami Bomb"""
"http://dbpedia.org/resource/Aly_&_AJ;""Aly & AJ"""
"http://dbpedia.org/resource/Question_Mark_&_the_Mysterians;""Question Mark & the Mysterians"""
"http://dbpedia.org/resource/Luca_Turilli's_Dreamquest;""Luca Turilli's Dreamquest"""
"http://dbpedia.org/resource/Hopesfall;""Hopesfall"""
"http://dbpedia.org/resource/Mercury4;""Mercury4"""
"http://dbpedia.org/resource/The_Moog_Cookbook;""The Moog Cookbook"""
"http://dbpedia.org/resource/The_Presidents_of_the_United_States_of_America_(band);""The Presidents of the United States of America (band)"""
"http://dbpedia.org/resource/Dreamscape_(band);""Dreamscape (band)"""
"http://dbpedia.org/resource/CIV_(band);""CIV (band)"""
"http://dbpedia.org/resource/Collective_Consciousness_Society;""Collective Consciousness Society"""
"http://dbpedia.org/resource/Army_of_Lovers;""Army of Lovers"""
"http://dbpedia.org/resource/Gin_Blossoms;""Gin Blossoms"""
"http://dbpedia.org/resource/Jebediah;""Jebediah"""
"http://dbpedia.org/resource/The_Beta_Band;""The Beta Band"""
"http://dbpedia.org/resource/Intercooler_(band);""Intercooler (band)"""
"http://dbpedia.org/resource/Molly_Hatchet;""Molly Hatchet"""
"http://dbpedia.org/resource/Rheostatics;""Rheostatics"""
"http://dbpedia.org/resource/Windir;""Windir"""
"http://dbpedia.org/resource/The_Pigeon_Detectives;""The Pigeon Detectives"""
"http://dbpedia.org/resource/Nick_Cave_and_the_Bad_Seeds;""Nick Cave and the Bad Seeds"""
"http://dbpedia.org/resource/Bleed_the_Sky_(band);""Bleed the Sky (band)"""
"http://dbpedia.org/resource/The_Hope_Conspiracy;""The Hope Conspiracy"""
"http://dbpedia.org/resource/Fleet_Foxes;""Fleet Foxes"""
"http://dbpedia.org/resource/Rise_Against;""Rise Against"""
"http://dbpedia.org/resource/Skatt_Brothers;""Skatt Brothers"""
"http://dbpedia.org/resource/Yazoo_(band);""Yazoo (band)"""
"http://dbpedia.org/resource/Muph_&_Plutonic;""Muph & Plutonic"""
"http://dbpedia.org/resource/Blues_Magoos;""Blues Magoos"""
"http://dbpedia.org/resource/Australian_Crawl;""Australian Crawl"""
"http://dbpedia.org/resource/Communic;""Communic"""
"http://dbpedia.org/resource/Black_Lungs;""Black Lungs"""
"http://dbpedia.org/resource/South_Central_Cartel;""South Central Cartel"""
"http://dbpedia.org/resource/Angry_Samoans;""Angry Samoans"""
"http://dbpedia.org/resource/Elio_e_le_Storie_Tese;""Elio e le Storie Tese"""
"http://dbpedia.org/resource/London_Posse;""London Posse"""
"http://dbpedia.org/resource/The_Duhks;""The Duhks"""
"http://dbpedia.org/resource/Graf_Orlock_(band);""Graf Orlock (band)"""
"http://dbpedia.org/resource/Baddies;""Baddies"""
"http://dbpedia.org/resource/Jersey_(band);""Jersey (band)"""
"http://dbpedia.org/resource/Bury_Your_Dead;""Bury Your Dead"""
"http://dbpedia.org/resource/Caitlin_&_Will;""Caitlin & Will"""
"http://dbpedia.org/resource/Hummingbird_(band);""Hummingbird (band)"""
"http://dbpedia.org/resource/Boomkat;""Boomkat"""
"http://dbpedia.org/resource/Dash_and_Will;""Dash and Will"""
"http://dbpedia.org/resource/Radio_4_(band);""Radio 4 (band)"""
"http://dbpedia.org/resource/Da_Pump;""Da Pump"""
"http://dbpedia.org/resource/Blackfoot_(band);""Blackfoot (band)"""
"http://dbpedia.org/resource/Rotten_Sound;""Rotten Sound"""
"http://dbpedia.org/resource/TV_on_the_Radio;""TV on the Radio"""
"http://dbpedia.org/resource/Project_Wyze;""Project Wyze"""
"http://dbpedia.org/resource/Ike_&_Tina_Turner;""Ike & Tina Turner"""
"http://dbpedia.org/resource/Slow_Dazzle_(band);""Slow Dazzle (band)"""
"http://dbpedia.org/resource/Enter_Shikari;""Enter Shikari"""
"http://dbpedia.org/resource/Fanfare_Ciocărlia;""Fanfare Ciocărlia"""
"http://dbpedia.org/resource/Japandroids;""Japandroids"""
"http://dbpedia.org/resource/William_Control;""William Control"""
"http://dbpedia.org/resource/Oval_(musical_project);""Oval (musical project)"""
"http://dbpedia.org/resource/Deny_(band);""Deny (band)"""
"http://dbpedia.org/resource/Star_Fucking_Hipsters;""Star Fucking Hipsters"""
"http://dbpedia.org/resource/The_Kissaway_Trail;""The Kissaway Trail"""
"http://dbpedia.org/resource/Stornoway_(band);""Stornoway (band)"""
"http://dbpedia.org/resource/3_Doors_Down;""3 Doors Down"""
"http://dbpedia.org/resource/Bow_Wow_Wow;""Bow Wow Wow"""
"http://dbpedia.org/resource/Ulver;""Ulver"""
"http://dbpedia.org/resource/Haste_the_Day;""Haste the Day"""
"http://dbpedia.org/resource/Maudlin_of_the_Well;""Maudlin of the Well"""
"http://dbpedia.org/resource/The_Invisible_Girls;""The Invisible Girls"""
"http://dbpedia.org/resource/Engenheiros_do_Hawaii;""Engenheiros do Hawaii"""
"http://dbpedia.org/resource/Karnivool;""Karnivool"""
"http://dbpedia.org/resource/Dan_Sartain;""Dan Sartain"""
"http://dbpedia.org/resource/Lifetime_(band);""Lifetime (band)"""
"http://dbpedia.org/resource/School_of_Seven_Bells;""School of Seven Bells"""
"http://dbpedia.org/resource/Sea_Wolf_(band);""Sea Wolf (band)"""
"http://dbpedia.org/resource/Hysterica;""Hysterica"""
"http://dbpedia.org/resource/Chicanery;""Chicanery"""
"http://dbpedia.org/resource/Parker_and_Lily;""Parker and Lily"""
"http://dbpedia.org/resource/Jedward;""Jedward"""
"http://dbpedia.org/resource/'t_Hof_van_Commerce;""'t Hof van Commerce"""
"http://dbpedia.org/resource/Halcali;""Halcali"""
"http://dbpedia.org/resource/Cool_Hand_Luke_(band);""Cool Hand Luke (band)"""
"http://dbpedia.org/resource/Delorean_(band);""Delorean (band)"""
"http://dbpedia.org/resource/Brad_Sucks;""Brad Sucks"""
"http://dbpedia.org/resource/Stigmata_(band);""Stigmata (band)"""
"http://dbpedia.org/resource/Grand_Magus;""Grand Magus"""
"http://dbpedia.org/resource/Semi_Precious_Weapons;""Semi Precious Weapons"""
"http://dbpedia.org/resource/Eisblume;""Eisblume"""
"http://dbpedia.org/resource/Meg_&_Dia;""Meg & Dia"""
"http://dbpedia.org/resource/II_Tru;""II Tru"""
"http://dbpedia.org/resource/Zion_&_Lennox;""Zion & Lennox"""
"http://dbpedia.org/resource/Buckshot_LeFonque;""Buckshot LeFonque"""
"http://dbpedia.org/resource/Uncle_John_&_Whitelock;""Uncle John & Whitelock"""
"http://dbpedia.org/resource/Choke_(band);""Choke (band)"""
"http://dbpedia.org/resource/Dead_Prez;""Dead Prez"""
"http://dbpedia.org/resource/Hombres_G;""Hombres G"""
"http://dbpedia.org/resource/Centrozoon;""Centrozoon"""
"http://dbpedia.org/resource/Downhere;""Downhere"""
"http://dbpedia.org/resource/Robert_Randolph_and_the_Family_Band;""Robert Randolph and the Family Band"""
"http://dbpedia.org/resource/Smile_(American_band);""Smile (American band)"""
"http://dbpedia.org/resource/Catapilla;""Catapilla"""
"http://dbpedia.org/resource/Los_Lobos;""Los Lobos"""
"http://dbpedia.org/resource/Sky_(Canadian_band);""Sky (Canadian band)"""
"http://dbpedia.org/resource/The_Radio_Dept.;""The Radio Dept."""
"http://dbpedia.org/resource/The_Budos_Band;""The Budos Band"""
"http://dbpedia.org/resource/The_Rotted;""The Rotted"""
"http://dbpedia.org/resource/Jesus_Jones;""Jesus Jones"""
"http://dbpedia.org/resource/Deus_(band);""Deus (band)"""
"http://dbpedia.org/resource/The_Walkmen;""The Walkmen"""
"http://dbpedia.org/resource/Carissa's_Wierd;""Carissa's Wierd"""
"http://dbpedia.org/resource/Awolnation;""Awolnation"""
"http://dbpedia.org/resource/Still_Corners;""Still Corners"""
"http://dbpedia.org/resource/Tanks_of_Zen;""Tanks of Zen"""
"http://dbpedia.org/resource/Giant_Squid_(band);""Giant Squid (band)"""
"http://dbpedia.org/resource/Look_Mexico;""Look Mexico"""
"http://dbpedia.org/resource/Further_(band);""Further (band)"""
"http://dbpedia.org/resource/Manchild_(band);""Manchild (band)"""
"http://dbpedia.org/resource/Supreme_Dicks;""Supreme Dicks"""
"http://dbpedia.org/resource/Erland_and_the_Carnival;""Erland and the Carnival"""
"http://dbpedia.org/resource/Sakanaction;""Sakanaction"""
"http://dbpedia.org/resource/We_Were_Promised_Jetpacks;""We Were Promised Jetpacks"""
"http://dbpedia.org/resource/Trivalia;""Trivalia"""
"http://dbpedia.org/resource/Mercy_Fall;""Mercy Fall"""
"http://dbpedia.org/resource/Chastain_(band);""Chastain (band)"""
"http://dbpedia.org/resource/Vampires_Everywhere!;""Vampires Everywhere!"""
"http://dbpedia.org/resource/Jet_Life;""Jet Life"""
"http://dbpedia.org/resource/Fear_and_the_Nervous_System;""Fear and the Nervous System"""
"http://dbpedia.org/resource/Mono_(Japanese_band);""Mono (Japanese band)"""
"http://dbpedia.org/resource/Tackhead;""Tackhead"""
"http://dbpedia.org/resource/The_Fauves;""The Fauves"""
